masked_position,original_token,prob_U_masked,prob_P_masked,delta_U,delta_P,trial_num,model_id,baseline_U,baseline_P
75,keep,0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
76,finding,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
77,the,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
78,better,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
79,machine,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
80,.,0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
81,You,0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
82,will,0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
83,play,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
84,,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
85,1,0.3203125,0.6796875,-0.2734375,0.271484375,55,83811,0.59375,0.408203125
86,game,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
87,in,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
88,total,0.3203125,0.6796875,-0.2734375,0.271484375,55,83811,0.59375,0.408203125
89,",",0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
90,consisting,0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
91,of,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
92,,0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
93,100,0.5625,0.4375,-0.03125,0.029296875,55,83811,0.59375,0.408203125
94,trials,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
95,.,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
96,<|eot_id|>,0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
97,,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
98,<|start_header_id|>,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
99,user,0.53125,0.46875,-0.0625,0.060546875,55,83811,0.59375,0.408203125
100,<|end_header_id|>,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
101,,0.46875,0.53125,-0.125,0.123046875,55,83811,0.59375,0.408203125
102,#,0.26953125,0.73046875,-0.32421875,0.322265625,55,83811,0.59375,0.408203125
103,Task,0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
104,Parameters,0.62109375,0.376953125,0.02734375,-0.03125,55,83811,0.59375,0.408203125
105,,0.3203125,0.6796875,-0.2734375,0.271484375,55,83811,0.59375,0.408203125
106,-,0.5625,0.4375,-0.03125,0.029296875,55,83811,0.59375,0.408203125
107,Trial,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
108,,0.6796875,0.3203125,0.0859375,-0.087890625,55,83811,0.59375,0.408203125
109,55,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
110,of,0.5625,0.4375,-0.03125,0.029296875,55,83811,0.59375,0.408203125
111,,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
112,100,0.62109375,0.376953125,0.02734375,-0.03125,55,83811,0.59375,0.408203125
113,,0.26953125,0.73046875,-0.32421875,0.322265625,55,83811,0.59375,0.408203125
114,-,0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
115,Choose,0.3203125,0.6796875,-0.2734375,0.271484375,55,83811,0.59375,0.408203125
116,between,0.5625,0.4375,-0.03125,0.029296875,55,83811,0.59375,0.408203125
117,:,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
118,',0.34765625,0.65234375,-0.24609375,0.244140625,55,83811,0.59375,0.408203125
119,U,0.2451171875,0.75390625,-0.3486328125,0.345703125,55,83811,0.59375,0.408203125
120,',0.3203125,0.6796875,-0.2734375,0.271484375,55,83811,0.59375,0.408203125
121,or,0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
122,',0.1484375,0.8515625,-0.4453125,0.443359375,55,83811,0.59375,0.408203125
123,P,0.3203125,0.6796875,-0.2734375,0.271484375,55,83811,0.59375,0.408203125
124,',0.1328125,0.8671875,-0.4609375,0.458984375,55,83811,0.59375,0.408203125
125,-,0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
126,Possible,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
127,outcomes,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
128,:,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
129,,0.3203125,0.6796875,-0.2734375,0.271484375,55,83811,0.59375,0.408203125
130,1,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
131,(,0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
132,success,0.3203125,0.6796875,-0.2734375,0.271484375,55,83811,0.59375,0.408203125
133,),0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
134,or,0.3203125,0.6796875,-0.2734375,0.271484375,55,83811,0.59375,0.408203125
135,,0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
136,0,0.408203125,0.59375,-0.185546875,0.185546875,55,83811,0.59375,0.408203125
137,(,0.3203125,0.6796875,-0.2734375,0.271484375,55,83811,0.59375,0.408203125
138,failure,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
139,),0.1484375,0.8515625,-0.4453125,0.443359375,55,83811,0.59375,0.408203125
140,#,0.2451171875,0.75390625,-0.3486328125,0.345703125,55,83811,0.59375,0.408203125
141,History,0.22265625,0.77734375,-0.37109375,0.369140625,55,83811,0.59375,0.408203125
142,,0.22265625,0.77734375,-0.37109375,0.369140625,55,83811,0.59375,0.408203125
143,Trial,0.62109375,0.376953125,0.02734375,-0.03125,55,83811,0.59375,0.408203125
144,,0.5625,0.4375,-0.03125,0.029296875,55,83811,0.59375,0.408203125
145,51,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
146,:,0.70703125,0.294921875,0.11328125,-0.11328125,55,83811,0.59375,0.408203125
147,Choice,0.65234375,0.34765625,0.05859375,-0.060546875,55,83811,0.59375,0.408203125
148,P,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
149,,0.5625,0.4375,-0.03125,0.029296875,55,83811,0.59375,0.408203125
150,→,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
151,,0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
152,1,0.5625,0.4375,-0.03125,0.029296875,55,83811,0.59375,0.408203125
153,points,0.6796875,0.3203125,0.0859375,-0.087890625,55,83811,0.59375,0.408203125
154,",",0.62109375,0.376953125,0.02734375,-0.03125,55,83811,0.59375,0.408203125
155,Trial,0.3203125,0.6796875,-0.2734375,0.271484375,55,83811,0.59375,0.408203125
156,,0.5625,0.4375,-0.03125,0.029296875,55,83811,0.59375,0.408203125
157,52,0.70703125,0.294921875,0.11328125,-0.11328125,55,83811,0.59375,0.408203125
158,:,0.6796875,0.3203125,0.0859375,-0.087890625,55,83811,0.59375,0.408203125
159,Choice,0.3203125,0.6796875,-0.2734375,0.271484375,55,83811,0.59375,0.408203125
160,U,0.34765625,0.65234375,-0.24609375,0.244140625,55,83811,0.59375,0.408203125
161,,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
162,→,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
163,,0.3203125,0.6796875,-0.2734375,0.271484375,55,83811,0.59375,0.408203125
164,1,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
165,points,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
166,",",0.3203125,0.6796875,-0.2734375,0.271484375,55,83811,0.59375,0.408203125
167,Trial,0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
168,,0.5625,0.4375,-0.03125,0.029296875,55,83811,0.59375,0.408203125
169,53,0.796875,0.2021484375,0.203125,-0.2060546875,55,83811,0.59375,0.408203125
170,:,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
171,Choice,0.2021484375,0.796875,-0.3916015625,0.388671875,55,83811,0.59375,0.408203125
172,U,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
173,,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
174,→,0.62109375,0.376953125,0.02734375,-0.03125,55,83811,0.59375,0.408203125
175,,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
176,0,0.73046875,0.26953125,0.13671875,-0.138671875,55,83811,0.59375,0.408203125
177,points,0.62109375,0.376953125,0.02734375,-0.03125,55,83811,0.59375,0.408203125
178,",",0.5625,0.4375,-0.03125,0.029296875,55,83811,0.59375,0.408203125
179,Trial,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
180,,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
181,54,0.62109375,0.376953125,0.02734375,-0.03125,55,83811,0.59375,0.408203125
182,:,0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
183,Choice,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
184,P,0.77734375,0.22265625,0.18359375,-0.185546875,55,83811,0.59375,0.408203125
185,,0.6796875,0.3203125,0.0859375,-0.087890625,55,83811,0.59375,0.408203125
186,→,0.5625,0.4375,-0.03125,0.029296875,55,83811,0.59375,0.408203125
187,,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
188,1,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
189,points,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
190,",",0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
191,Trial,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
192,,0.294921875,0.70703125,-0.298828125,0.298828125,55,83811,0.59375,0.408203125
193,55,0.5625,0.4375,-0.03125,0.029296875,55,83811,0.59375,0.408203125
194,:,0.5625,0.4375,-0.03125,0.029296875,55,83811,0.59375,0.408203125
195,Choice,0.62109375,0.376953125,0.02734375,-0.03125,55,83811,0.59375,0.408203125
196,P,0.70703125,0.294921875,0.11328125,-0.11328125,55,83811,0.59375,0.408203125
197,,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
198,→,0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
199,,0.3203125,0.6796875,-0.2734375,0.271484375,55,83811,0.59375,0.408203125
200,1,0.26953125,0.73046875,-0.32421875,0.322265625,55,83811,0.59375,0.408203125
201,points,0.3203125,0.6796875,-0.2734375,0.271484375,55,83811,0.59375,0.408203125
202,",",0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
203,,0.22265625,0.77734375,-0.37109375,0.369140625,55,83811,0.59375,0.408203125
204,#,0.26953125,0.73046875,-0.32421875,0.322265625,55,83811,0.59375,0.408203125
205,Instructions,0.34765625,0.65234375,-0.24609375,0.244140625,55,83811,0.59375,0.408203125
206,,0.2451171875,0.75390625,-0.3486328125,0.345703125,55,83811,0.59375,0.408203125
207,Respond,0.3203125,0.6796875,-0.2734375,0.271484375,55,83811,0.59375,0.408203125
208,with,0.6796875,0.3203125,0.0859375,-0.087890625,55,83811,0.59375,0.408203125
209,**,0.5625,0.4375,-0.03125,0.029296875,55,83811,0.59375,0.408203125
210,only,0.40625,0.59375,-0.1875,0.185546875,55,83811,0.59375,0.408203125
211,**,0.26953125,0.73046875,-0.32421875,0.322265625,55,83811,0.59375,0.408203125
212,one,0.3203125,0.6796875,-0.2734375,0.271484375,55,83811,0.59375,0.408203125
213,character,0.294921875,0.70703125,-0.298828125,0.298828125,55,83811,0.59375,0.408203125
214,:,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
215,',0.26953125,0.73046875,-0.32421875,0.322265625,55,83811,0.59375,0.408203125
216,U,0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
217,',0.34765625,0.65234375,-0.24609375,0.244140625,55,83811,0.59375,0.408203125
218,or,0.26953125,0.73046875,-0.32421875,0.322265625,55,83811,0.59375,0.408203125
219,',0.1640625,0.8359375,-0.4296875,0.427734375,55,83811,0.59375,0.408203125
220,P,0.1640625,0.8359375,-0.4296875,0.427734375,55,83811,0.59375,0.408203125
221,'.,0.5625,0.4375,-0.03125,0.029296875,55,83811,0.59375,0.408203125
222,No,0.6796875,0.3203125,0.0859375,-0.087890625,55,83811,0.59375,0.408203125
223,punctuation,0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
224,",",0.5,0.5,-0.09375,0.091796875,55,83811,0.59375,0.408203125
225,no,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
226,quotes,0.376953125,0.62109375,-0.216796875,0.212890625,55,83811,0.59375,0.408203125
227,",",0.5625,0.4375,-0.03125,0.029296875,55,83811,0.59375,0.408203125
228,no,0.4375,0.5625,-0.15625,0.154296875,55,83811,0.59375,0.408203125
229,explanation,0.46875,0.53125,-0.125,0.123046875,55,83811,0.59375,0.408203125
230,.,0.2021484375,0.796875,-0.3916015625,0.388671875,55,83811,0.59375,0.408203125
231,Answer,0.3203125,0.6796875,-0.2734375,0.271484375,55,83811,0.59375,0.408203125
232,:,0.5625,0.4375,-0.03125,0.029296875,55,83811,0.59375,0.408203125
233,<|start_header_id|>,0.2451171875,0.75390625,-0.3486328125,0.345703125,55,83811,0.59375,0.408203125
234,assistant,0.042724609375,0.09033203125,-0.551025390625,-0.31787109375,55,83811,0.59375,0.408203125
235,<|end_header_id|>,0.22265625,0.77734375,-0.37109375,0.369140625,55,83811,0.59375,0.408203125
236,,0.00014781951904296875,0.002960205078125,-0.593602180480957,-0.405242919921875,55,83811,0.59375,0.408203125
0,<|begin_of_text|>,0.119140625,0.87890625,-0.2890625,0.28515625,56,83811,0.408203125,0.59375
1,,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
2,<|start_header_id|>,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
3,system,0.3203125,0.6796875,-0.087890625,0.0859375,56,83811,0.408203125,0.59375
4,<|end_header_id|>,0.34765625,0.65234375,-0.060546875,0.05859375,56,83811,0.408203125,0.59375
5,,0.294921875,0.70703125,-0.11328125,0.11328125,56,83811,0.408203125,0.59375
6,You,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
7,are,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
8,participating,0.5,0.5,0.091796875,-0.09375,56,83811,0.408203125,0.59375
9,in,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
10,multiple,0.5,0.5,0.091796875,-0.09375,56,83811,0.408203125,0.59375
11,games,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
12,involving,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
13,two,0.5,0.5,0.091796875,-0.09375,56,83811,0.408203125,0.59375
14,slot,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
15,machines,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
16,",",0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
17,labeled,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
18,U,0.46875,0.53125,0.060546875,-0.0625,56,83811,0.408203125,0.59375
19,and,0.5625,0.4375,0.154296875,-0.15625,56,83811,0.408203125,0.59375
20,P,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
21,.,0.5,0.5,0.091796875,-0.09375,56,83811,0.408203125,0.59375
22,Your,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
23,goal,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
24,is,0.3203125,0.6796875,-0.087890625,0.0859375,56,83811,0.408203125,0.59375
25,to,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
26,choose,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
27,the,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
28,slot,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
29,machines,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
30,that,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
31,will,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
32,give,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
33,you,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
34,the,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
35,most,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
36,points,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
37,.,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
38,You,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
39,will,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
40,receive,0.5625,0.4375,0.154296875,-0.15625,56,83811,0.408203125,0.59375
41,feedback,0.3203125,0.6796875,-0.087890625,0.0859375,56,83811,0.408203125,0.59375
42,about,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
43,the,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
44,outcome,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
45,after,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
46,making,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
47,a,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
48,choice,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
49,.,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
50,The,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
51,environment,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
52,may,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
53,change,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
54,unpredict,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
55,ably,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
56,",",0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
57,and,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
58,past,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
59,success,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
60,does,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
61,not,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
62,guarantee,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
63,future,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
64,results,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
65,.,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
66,You,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
67,’ll,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
68,need,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
69,to,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
70,adapt,0.5,0.5,0.091796875,-0.09375,56,83811,0.408203125,0.59375
71,to,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
72,these,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
73,changes,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
74,to,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
75,keep,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
76,finding,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
77,the,0.5,0.5,0.091796875,-0.09375,56,83811,0.408203125,0.59375
78,better,0.5,0.5,0.091796875,-0.09375,56,83811,0.408203125,0.59375
79,machine,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
80,.,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
81,You,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
82,will,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
83,play,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
84,,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
85,1,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
86,game,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
87,in,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
88,total,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
89,",",0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
90,consisting,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
91,of,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
92,,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
93,100,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
94,trials,0.3203125,0.6796875,-0.087890625,0.0859375,56,83811,0.408203125,0.59375
95,.,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
96,<|eot_id|>,0.3203125,0.6796875,-0.087890625,0.0859375,56,83811,0.408203125,0.59375
97,,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
98,<|start_header_id|>,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
99,user,0.3203125,0.6796875,-0.087890625,0.0859375,56,83811,0.408203125,0.59375
100,<|end_header_id|>,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
101,,0.408203125,0.59375,0.0,0.0,56,83811,0.408203125,0.59375
102,#,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
103,Task,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
104,Parameters,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
105,,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
106,-,0.5625,0.4375,0.154296875,-0.15625,56,83811,0.408203125,0.59375
107,Trial,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
108,,0.5625,0.4375,0.154296875,-0.15625,56,83811,0.408203125,0.59375
109,56,0.34765625,0.65234375,-0.060546875,0.05859375,56,83811,0.408203125,0.59375
110,of,0.294921875,0.70703125,-0.11328125,0.11328125,56,83811,0.408203125,0.59375
111,,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
112,100,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
113,,0.22265625,0.77734375,-0.185546875,0.18359375,56,83811,0.408203125,0.59375
114,-,0.3203125,0.6796875,-0.087890625,0.0859375,56,83811,0.408203125,0.59375
115,Choose,0.408203125,0.59375,0.0,0.0,56,83811,0.408203125,0.59375
116,between,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
117,:,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
118,',0.34765625,0.65234375,-0.060546875,0.05859375,56,83811,0.408203125,0.59375
119,U,0.408203125,0.59375,0.0,0.0,56,83811,0.408203125,0.59375
120,',0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
121,or,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
122,',0.3203125,0.6796875,-0.087890625,0.0859375,56,83811,0.408203125,0.59375
123,P,0.46875,0.53125,0.060546875,-0.0625,56,83811,0.408203125,0.59375
124,',0.22265625,0.77734375,-0.185546875,0.18359375,56,83811,0.408203125,0.59375
125,-,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
126,Possible,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
127,outcomes,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
128,:,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
129,,0.3203125,0.6796875,-0.087890625,0.0859375,56,83811,0.408203125,0.59375
130,1,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
131,(,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
132,success,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
133,),0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
134,or,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
135,,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
136,0,0.408203125,0.59375,0.0,0.0,56,83811,0.408203125,0.59375
137,(,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
138,failure,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
139,),0.22265625,0.77734375,-0.185546875,0.18359375,56,83811,0.408203125,0.59375
140,#,0.26953125,0.73046875,-0.138671875,0.13671875,56,83811,0.408203125,0.59375
141,History,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
142,,0.294921875,0.70703125,-0.11328125,0.11328125,56,83811,0.408203125,0.59375
143,Trial,0.5,0.5,0.091796875,-0.09375,56,83811,0.408203125,0.59375
144,,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
145,52,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
146,:,0.5625,0.4375,0.154296875,-0.15625,56,83811,0.408203125,0.59375
147,Choice,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
148,U,0.34765625,0.65234375,-0.060546875,0.05859375,56,83811,0.408203125,0.59375
149,,0.34765625,0.65234375,-0.060546875,0.05859375,56,83811,0.408203125,0.59375
150,→,0.59375,0.408203125,0.185546875,-0.185546875,56,83811,0.408203125,0.59375
151,,0.4375,0.5625,0.029296875,-0.03125,56,83811,0.408203125,0.59375
152,1,0.46875,0.53125,0.060546875,-0.0625,56,83811,0.408203125,0.59375
153,points,0.46875,0.53125,0.060546875,-0.0625,56,83811,0.408203125,0.59375
154,",",0.5,0.5,0.091796875,-0.09375,56,83811,0.408203125,0.59375
155,Trial,0.376953125,0.62109375,-0.03125,0.02734375,56,83811,0.408203125,0.59375
156,,0.3203125,0.6796875,-0.087890625,0.0859375,56,83811,0.408203125,0.59375
